Ortschaftsname;PLZ;Gemeindename;BFS-Nr;Kantonskürzel;Gültig ab
Sorengo;6924;Lugano;5192;TI;01.01.2025
Breganzona;6932;Lugano;5192;TI;01.01.2025
Vezia;6943;Lugano;5192;TI;01.01.2025
Insone;6951;Lugano;5192;TI;01.01.2025
Scareglia;6951;Lugano;5192;TI;01.01.2025
Colla;6951;Lugano;5192;TI;01.01.2025
Bogno;6951;Lugano;5192;TI;01.01.2025
Cozzo;6951;Lugano;5192;TI;01.01.2025
Signôra;6951;Lugano;5192;TI;01.01.2025
Maglio di Colla;6959;Lugano;5192;TI;01.01.2025
Certara;6959;Lugano;5192;TI;01.01.2025
Curtina;6959;Lugano;5192;TI;01.01.2025
Cimadera;6959;Lugano;5192;TI;01.01.2025
Piandera Paese;6959;Lugano;5192;TI;01.01.2025
Piandera Paese;6959;Lugano;5192;TI;01.01.2025
Viganello;6962;Lugano;5192;TI;01.01.2025
Pregassona;6963;Lugano;5192;TI;01.01.2025
Cureggia;6963;Lugano;5192;TI;01.01.2025
Davesco-Soragno;6964;Lugano;5192;TI;01.01.2025
Cadro;6965;Lugano;5192;TI;01.01.2025
Villa Luganese;6966;Lugano;5192;TI;01.01.2025
Dino;6967;Lugano;5192;TI;01.01.2025
Sonvico;6968;Lugano;5192;TI;01.01.2025
Aldesago;6974;Lugano;5192;TI;01.01.2025
Castagnola;6976;Lugano;5192;TI;01.01.2025
Ruvigliana;6977;Lugano;5192;TI;01.01.2025
Gandria;6978;Lugano;5192;TI;01.01.2025
Brè sopra Lugano;6979;Lugano;5192;TI;01.01.2025
Magliaso;6983;Magliaso;5193;TI;01.01.2025
Manno;6928;Manno;5194;TI;01.01.2025
Bioggio;6934;Manno;5194;TI;01.01.2025
Lugano;6900;Massagno;5196;TI;01.01.2025
Massagno;6900;Massagno;5196;TI;01.01.2025
Melide;6815;Melide;5198;TI;01.01.2025
Mezzovico;6805;Mezzovico-Vira;5199;TI;01.01.2025
Mezzovico;6805;Mezzovico-Vira;5199;TI;01.01.2025
Miglieglia;6986;Miglieglia;5200;TI;01.01.2025
Morcote;6922;Morcote;5203;TI;01.01.2025
Muzzano;6933;Muzzano;5205;TI;01.01.2025
Agno;6982;Muzzano;5205;TI;01.01.2025
Magliaso;6983;Neggio;5206;TI;01.01.2025
Neggio;6991;Neggio;5206;TI;01.01.2025
Banco;6981;Novaggio;5207;TI;01.01.2025
Novaggio;6986;Novaggio;5207;TI;01.01.2025
Origlio;6945;Origlio;5208;TI;01.01.2025
Paradiso;6900;Paradiso;5210;TI;01.01.2025
Origlio;6945;Ponte Capriasca;5212;TI;01.01.2025
Ponte Capriasca;6946;Ponte Capriasca;5212;TI;01.01.2025
Ponte Capriasca;6946;Ponte Capriasca;5212;TI;01.01.2025
Savosa;6942;Porza;5214;TI;01.01.2025
Porza;6948;Porza;5214;TI;01.01.2025
Pura;6984;Pura;5216;TI;01.01.2025
Savosa;6942;Savosa;5221;TI;01.01.2025
Porza;6948;Savosa;5221;TI;01.01.2025
Sorengo;6924;Sorengo;5225;TI;01.01.2025
Taverne;6807;Capriasca;5226;TI;01.01.2025
Ponte Capriasca;6946;Capriasca;5226;TI;01.01.2025
Vaglio;6947;Capriasca;5226;TI;01.01.2025
Tesserete;6950;Capriasca;5226;TI;01.01.2025
Lugaggia;6953;Capriasca;5226;TI;01.01.2025
Sala Capriasca;6954;Capriasca;5226;TI;01.01.2025
Bigorio;6954;Capriasca;5226;TI;01.01.2025
Cagiallo;6955;Capriasca;5226;TI;01.01.2025
Oggio;6955;Capriasca;5226;TI;01.01.2025
Lopagno;6956;Capriasca;5226;TI;01.01.2025
Roveredo TI;6957;Capriasca;5226;TI;01.01.2025
Bidogno;6958;Capriasca;5226;TI;01.01.2025
Corticiasca;6958;Capriasca;5226;TI;01.01.2025
Corticiasca;6958;Capriasca;5226;TI;01.01.2025
Curtina;6959;Capriasca;5226;TI;01.01.2025
Odogno;6960;Capriasca;5226;TI;01.01.2025
Taverne;6807;Torricella-Taverne;5227;TI;01.01.2025
Torricella;6808;Torricella-Taverne;5227;TI;01.01.2025
Vernate;6992;Vernate;5230;TI;01.01.2025
Vezia;6943;Vezia;5231;TI;01.01.2025
Vico Morcote;6921;Vico Morcote;5233;TI;01.01.2025
Grancia;6916;Collina d'Oro;5236;TI;01.01.2025
Carabietta;6919;Collina d'Oro;5236;TI;01.01.2025
Gentilino;6925;Collina d'Oro;5236;TI;01.01.2025
Montagnola;6926;Collina d'Oro;5236;TI;01.01.2025
Agra;6927;Collina d'Oro;5236;TI;01.01.2025
Breno;6937;Alto Malcantone;5237;TI;01.01.2025
Vezio;6938;Alto Malcantone;5237;TI;01.01.2025
Fescoggia;6938;Alto Malcantone;5237;TI;01.01.2025
Mugena;6939;Alto Malcantone;5237;TI;01.01.2025
Arosio;6939;Alto Malcantone;5237;TI;01.01.2025
Rivera;6802;Monteceneri;5238;TI;01.01.2025
Camignolo;6803;Monteceneri;5238;TI;01.01.2025
Bironico;6804;Monteceneri;5238;TI;01.01.2025
Sigirino;6806;Monteceneri;5238;TI;01.01.2025
Medeglia;6809;Monteceneri;5238;TI;01.01.2025
Castelrotto;6980;Tresa;5239;TI;01.01.2025
Ponte Tresa;6988;Tresa;5239;TI;01.01.2025
Purasca;6989;Tresa;5239;TI;01.01.2025
Madonna del Piano;6995;Tresa;5239;TI;01.01.2025
Sessa;6997;Tresa;5239;TI;01.01.2025
Monteggio;6998;Tresa;5239;TI;01.01.2025
Maroggia;6817;Val Mara;5240;TI;01.01.2025
Melano;6818;Val Mara;5240;TI;01.01.2025
Rovio;6821;Val Mara;5240;TI;01.01.2025
Balerna;6828;Balerna;5242;TI;01.01.2025
Chiasso;6830;Balerna;5242;TI;01.01.2025
Capolago;6825;Castel San Pietro;5249;TI;01.01.2025
Mendrisio;6850;Castel San Pietro;5249;TI;01.01.2025
Corteglia;6873;Castel San Pietro;5249;TI;01.01.2025
Castel San Pietro;6874;Castel San Pietro;5249;TI;01.01.2025
Monte;6875;Castel San Pietro;5249;TI;01.01.2025
Casima;6875;Castel San Pietro;5249;TI;01.01.2025
Campora;6875;Castel San Pietro;5249;TI;01.01.2025
Coldrerio;6877;Castel San Pietro;5249;TI;01.01.2025
Chiasso;6830;Chiasso;5250;TI;01.01.2025
Pedrinate;6832;Chiasso;5250;TI;01.01.2025
Seseglio;6832;Chiasso;5250;TI;01.01.2025
Coldrerio;6877;Coldrerio;5251;TI;01.01.2025
Capolago;6825;Mendrisio;5254;TI;01.01.2025
Mendrisio;6850;Mendrisio;5254;TI;01.01.2025
Genestrerio;6852;Mendrisio;5254;TI;01.01.2025
Ligornetto;6853;Mendrisio;5254;TI;01.01.2025
Stabio;6855;Mendrisio;5254;TI;01.01.2025
Rancate;6862;Mendrisio;5254;TI;01.01.2025
Besazio;6863;Mendrisio;5254;TI;01.01.2025
Arzo;6864;Mendrisio;5254;TI;01.01.2025
Tremona;6865;Mendrisio;5254;TI;01.01.2025
Meride;6866;Mendrisio;5254;TI;01.01.2025
Salorino;6872;Mendrisio;5254;TI;01.01.2025
Somazzo;6872;Mendrisio;5254;TI;01.01.2025
Castel San Pietro;6874;Mendrisio;5254;TI;01.01.2025
Morbio Inferiore;6834;Morbio Inferiore;5257;TI;01.01.2025
Balerna;6828;Novazzano;5260;TI;01.01.2025
Novazzano;6883;Novazzano;5260;TI;01.01.2025
Riva San Vitale;6826;Riva San Vitale;5263;TI;01.01.2025
Ligornetto;6853;Stabio;5266;TI;01.01.2025
S. Pietro;6854;Stabio;5266;TI;01.01.2025
Stabio;6855;Stabio;5266;TI;01.01.2025
Vacallo;6833;Vacallo;5268;TI;01.01.2025
Morbio Superiore;6835;Breggia;5269;TI;01.01.2025
Caneggio;6837;Breggia;5269;TI;01.01.2025
Bruzella;6837;Breggia;5269;TI;01.01.2025
Muggio;6838;Breggia;5269;TI;01.01.2025
Cabbio;6838;Breggia;5269;TI;01.01.2025
Sagno;6839;Breggia;5269;TI;01.01.2025
Biasca;6710;Biasca;5281;TI;01.01.2025
Pollegio;6742;Biasca;5281;TI;01.01.2025
Prosito;6526;Riviera;5287;TI;01.01.2025
Lodrino;6527;Riviera;5287;TI;01.01.2025
Osogna;6703;Riviera;5287;TI;01.01.2025
Cresciano;6705;Riviera;5287;TI;01.01.2025
Iragna;6707;Riviera;5287;TI;01.01.2025
Bosco/Gurin;6685;Bosco/Gurin;5304;TI;01.01.2025
Niva (Vallemaggia);6683;Campo (Vallemaggia);5307;TI;01.01.2025
Campo (Vallemaggia);6684;Campo (Vallemaggia);5307;TI;01.01.2025
Cimalmotto;6684;Campo (Vallemaggia);5307;TI;01.01.2025
Linescio;6682;Cerentino;5309;TI;01.01.2025
Cerentino;6683;Cerentino;5309;TI;01.01.2025
Cevio;6675;Cevio;5310;TI;01.01.2025
Bignasco;6676;Cevio;5310;TI;01.01.2025
Cavergno;6690;Cevio;5310;TI;01.01.2025
S. Carlo (Val Bavona);6690;Cevio;5310;TI;01.01.2025
Linescio;6682;Linescio;5315;TI;01.01.2025
Avegno;6670;Maggia;5317;TI;01.01.2025
Maggia;6673;Maggia;5317;TI;01.01.2025
Someo;6674;Maggia;5317;TI;01.01.2025
Riveo;6674;Maggia;5317;TI;01.01.2025
Aurigeno;6677;Maggia;5317;TI;01.01.2025
Moghegno;6677;Maggia;5317;TI;01.01.2025
Giumaglio;6678;Maggia;5317;TI;01.01.2025
Lodano;6678;Maggia;5317;TI;01.01.2025
Coglio;6678;Maggia;5317;TI;01.01.2025
Menzonio;6692;Lavizzara;5323;TI;01.01.2025
Brontallo;6692;Lavizzara;5323;TI;01.01.2025
Broglio;6693;Lavizzara;5323;TI;01.01.2025
Prato-Sornico;6694;Lavizzara;5323;TI;01.01.2025
Peccia;6695;Lavizzara;5323;TI;01.01.2025
Piano di Peccia;6695;Lavizzara;5323;TI;01.01.2025
Fusio;6696;Lavizzara;5323;TI;01.01.2025
Avegno;6670;Avegno Gordevio;5324;TI;01.01.2025
Gordevio;6672;Avegno Gordevio;5324;TI;01.01.2025
Medeglia;6809;Comunanza Cadenazzo/Monteceneri;5391;TI;01.01.2025
Tegna;6652;Terre di Pedemonte;5396;TI;01.01.2025
Verscio;6653;Terre di Pedemonte;5396;TI;01.01.2025
Cavigliano;6654;Terre di Pedemonte;5396;TI;01.01.2025
Intragna;6655;Centovalli;5397;TI;01.01.2025
Verdasio;6655;Centovalli;5397;TI;01.01.2025
Rasa;6655;Centovalli;5397;TI;01.01.2025
Golino;6656;Centovalli;5397;TI;01.01.2025
Palagnedra;6657;Centovalli;5397;TI;01.01.2025
Borgnone;6658;Centovalli;5397;TI;01.01.2025
Camedo;6659;Centovalli;5397;TI;01.01.2025
Moneto;6659;Centovalli;5397;TI;01.01.2025
Indemini;6571;Gambarogno;5398;TI;01.01.2025
Quartino;6572;Gambarogno;5398;TI;01.01.2025
Magadino;6573;Gambarogno;5398;TI;01.01.2025
Vira (Gambarogno);6574;Gambarogno;5398;TI;01.01.2025
S. Nazzaro;6575;Gambarogno;5398;TI;01.01.2025
Vairano;6575;Gambarogno;5398;TI;01.01.2025
Gerra (Gambarogno);6576;Gambarogno;5398;TI;01.01.2025
Ranzo;6577;Gambarogno;5398;TI;01.01.2025
Caviano;6578;Gambarogno;5398;TI;01.01.2025
Piazzogna;6579;Gambarogno;5398;TI;01.01.2025
Cadenazzo;6593;Gambarogno;5398;TI;01.01.2025
Contone;6594;Gambarogno;5398;TI;01.01.2025
Corippo;6631;Verzasca;5399;TI;01.01.2025
Vogorno;6632;Verzasca;5399;TI;01.01.2025
Lavertezzo;6633;Verzasca;5399;TI;01.01.2025
Brione (Verzasca);6634;Verzasca;5399;TI;01.01.2025
Gerra (Verzasca);6635;Verzasca;5399;TI;01.01.2025
Frasco;6636;Verzasca;5399;TI;01.01.2025
Sonogno;6637;Verzasca;5399;TI;01.01.2025
Aigle;1860;Aigle;5401;VD;01.01.2025
Le Sépey;1863;Aigle;5401;VD;01.01.2025
Bex;1880;Bex;5402;VD;01.01.2025
Frenières-sur-Bex;1880;Bex;5402;VD;01.01.2025
Fenalet-sur-Bex;1880;Bex;5402;VD;01.01.2025
Les Plans-sur-Bex;1880;Bex;5402;VD;01.01.2025
Les Posses-sur-Bex;1880;Bex;5402;VD;01.01.2025
Gryon;1882;Bex;5402;VD;01.01.2025
Chessel;1846;Chessel;5403;VD;01.01.2025
Corbeyrier;1856;Corbeyrier;5404;VD;01.01.2025
Frenières-sur-Bex;1880;Gryon;5405;VD;01.01.2025
Les Posses-sur-Bex;1880;Gryon;5405;VD;01.01.2025
Gryon;1882;Gryon;5405;VD;01.01.2025
Lavey-Village;1892;Lavey-Morcles;5406;VD;01.01.2025
Lavey-les-Bains;1892;Lavey-Morcles;5406;VD;01.01.2025
Morcles;1892;Lavey-Morcles;5406;VD;01.01.2025
Leysin;1854;Leysin;5407;VD;01.01.2025
Noville;1845;Noville;5408;VD;01.01.2025
Aigle;1860;Ollon;5409;VD;01.01.2025
La Forclaz VD;1866;Ollon;5409;VD;01.01.2025
Ollon VD;1867;Ollon;5409;VD;01.01.2025
St-Triphon;1867;Ollon;5409;VD;01.01.2025
Panex;1867;Ollon;5409;VD;01.01.2025
Villars-sur-Ollon;1884;Ollon;5409;VD;01.01.2025
Arveyes;1884;Ollon;5409;VD;01.01.2025
Huémoz;1884;Ollon;5409;VD;01.01.2025
Chesières;1885;Ollon;5409;VD;01.01.2025
La Lécherette;1660;Ormont-Dessous;5410;VD;01.01.2025
Corbeyrier;1856;Ormont-Dessous;5410;VD;01.01.2025
Les Mosses;1862;Ormont-Dessous;5410;VD;01.01.2025
La Comballaz;1862;Ormont-Dessous;5410;VD;01.01.2025
Le Sépey;1863;Ormont-Dessous;5410;VD;01.01.2025
La Forclaz VD;1866;Ormont-Dessous;5410;VD;01.01.2025
Vers-l'Eglise;1864;Ormont-Dessus;5411;VD;01.01.2025
Les Diablerets;1865;Ormont-Dessus;5411;VD;01.01.2025
La Forclaz VD;1866;Ormont-Dessus;5411;VD;01.01.2025
Rennaz;1847;Rennaz;5412;VD;01.01.2025
Roche VD;1852;Roche (VD);5413;VD;01.01.2025
Villeneuve VD;1844;Villeneuve (VD);5414;VD;01.01.2025
Yvorne;1853;Yvorne;5415;VD;01.01.2025
Aubonne;1170;Aubonne;5422;VD;01.01.2025
Bougy-Villars;1172;Aubonne;5422;VD;01.01.2025
Montherod;1174;Aubonne;5422;VD;01.01.2025
Pizy;1174;Aubonne;5422;VD;01.01.2025
Ballens;1144;Ballens;5423;VD;01.01.2025
Berolle;1149;Berolle;5424;VD;01.01.2025
Bière;1145;Bière;5425;VD;01.01.2025
Berolle;1149;Bière;5425;VD;01.01.2025
Bougy-Villars;1172;Bougy-Villars;5426;VD;01.01.2025
Perroy;1166;Féchy;5427;VD;01.01.2025
Féchy;1173;Féchy;5427;VD;01.01.2025
Gimel;1188;Gimel;5428;VD;01.01.2025
Longirod;1261;Longirod;5429;VD;01.01.2025
Marchissy;1261;Marchissy;5430;VD;01.01.2025
Mollens VD;1146;Mollens (VD);5431;VD;01.01.2025
St-George;1188;Saint-George;5434;VD;01.01.2025
Bière;1145;Saint-Livres;5435;VD;01.01.2025
St-Livres;1176;Saint-Livres;5435;VD;01.01.2025
St-Oyens;1187;Saint-Oyens;5436;VD;01.01.2025
Saubraz;1189;Saubraz;5437;VD;01.01.2025
Domdidier;1564;Avenches;5451;VD;01.01.2025
Avenches;1580;Avenches;5451;VD;01.01.2025
Oleyres;1580;Avenches;5451;VD;01.01.2025
Donatyre;1580;Avenches;5451;VD;01.01.2025
Misery;1721;Avenches;5451;VD;01.01.2025
Cudrefin;1588;Cudrefin;5456;VD;01.01.2025
Faoug;1595;Faoug;5458;VD;01.01.2025
Villars-le-Grand;1584;Vully-les-Lacs;5464;VD;01.01.2025
Salavaux;1585;Vully-les-Lacs;5464;VD;01.01.2025
Bellerive VD;1585;Vully-les-Lacs;5464;VD;01.01.2025
Cotterd;1585;Vully-les-Lacs;5464;VD;01.01.2025
Vallamand;1586;Vully-les-Lacs;5464;VD;01.01.2025
Montmagny;1587;Vully-les-Lacs;5464;VD;01.01.2025
Constantine;1587;Vully-les-Lacs;5464;VD;01.01.2025
Chabrey;1589;Vully-les-Lacs;5464;VD;01.01.2025
Mur (Vully) VD;1787;Vully-les-Lacs;5464;VD;01.01.2025
Bettens;1042;Bettens;5471;VD;01.01.2025
Daillens;1306;Bettens;5471;VD;01.01.2025
Bournens;1035;Bournens;5472;VD;01.01.2025
Boussens;1034;Boussens;5473;VD;01.01.2025
Chavannes-le-Veyron;1148;La Chaux (Cossonay);5474;VD;01.01.2025
La Chaux (Cossonay);1308;La Chaux (Cossonay);5474;VD;01.01.2025
Chevilly;1316;La Chaux (Cossonay);5474;VD;01.01.2025
Chavannes-le-Veyron;1148;Chavannes-le-Veyron;5475;VD;01.01.2025
Chevilly;1316;Chevilly;5476;VD;01.01.2025
Cossonay-Ville;1304;Cossonay;5477;VD;01.01.2025
Allens;1304;Cossonay;5477;VD;01.01.2025
Cuarnens;1148;Cuarnens;5479;VD;01.01.2025
Daillens;1306;Daillens;5480;VD;01.01.2025
Dizy;1304;Dizy;5481;VD;01.01.2025
Eclépens;1312;Eclépens;5482;VD;01.01.2025
Ferreyres;1313;Ferreyres;5483;VD;01.01.2025
Gollion;1124;Gollion;5484;VD;01.01.2025
Grancy;1117;Grancy;5485;VD;01.01.2025
L'Isle;1148;L'Isle;5486;VD;01.01.2025
Villars-Bozon;1148;L'Isle;5486;VD;01.01.2025
La Coudre;1148;L'Isle;5486;VD;01.01.2025
Lussery-Villars;1307;Lussery-Villars;5487;VD;01.01.2025
Mauraz;1148;Mauraz;5488;VD;01.01.2025
Mex VD;1031;Mex (VD);5489;VD;01.01.2025
Moiry VD;1148;Moiry;5490;VD;01.01.2025
Mont-la-Ville;1148;Mont-la-Ville;5491;VD;01.01.2025
Vaulion;1325;Mont-la-Ville;5491;VD;01.01.2025
Montricher;1147;Montricher;5492;VD;01.01.2025
Orny;1317;Orny;5493;VD;01.01.2025
Bavois;1372;Orny;5493;VD;01.01.2025
Penthalaz;1305;Penthalaz;5495;VD;01.01.2025
Penthaz;1303;Penthaz;5496;VD;01.01.2025
Pompaples;1318;Pompaples;5497;VD;01.01.2025
La Sarraz;1315;La Sarraz;5498;VD;01.01.2025
Senarclens;1304;Senarclens;5499;VD;01.01.2025
Sullens;1036;Sullens;5501;VD;01.01.2025
Mex VD;1031;Vufflens-la-Ville;5503;VD;01.01.2025
Vufflens-la-Ville;1302;Vufflens-la-Ville;5503;VD;01.01.2025
Assens;1042;Assens;5511;VD;01.01.2025
Bioley-Orjulaz;1042;Assens;5511;VD;01.01.2025
Bercher;1038;Bercher;5512;VD;01.01.2025
Bottens;1041;Bottens;5514;VD;01.01.2025
Bretigny-sur-Morrens;1053;Bretigny-sur-Morrens;5515;VD;01.01.2025
Cugy VD;1053;Cugy (VD);5516;VD;01.01.2025
Echallens;1040;Echallens;5518;VD;01.01.2025
Essertines-sur-Yverdon;1417;Essertines-sur-Yverdon;5520;VD;01.01.2025
Epautheyres;1417;Essertines-sur-Yverdon;5520;VD;01.01.2025
Etagnières;1037;Etagnières;5521;VD;01.01.2025
Fey;1044;Fey;5522;VD;01.01.2025
Froideville;1055;Froideville;5523;VD;01.01.2025
Morrens VD;1054;Morrens (VD);5527;VD;01.01.2025
Oulens-sous-Echallens;1377;Oulens-sous-Echallens;5529;VD;01.01.2025
Pailly;1416;Pailly;5530;VD;01.01.2025
Penthéréaz;1375;Penthéréaz;5531;VD;01.01.2025
Poliez-Pittet;1041;Poliez-Pittet;5533;VD;01.01.2025
Rueyres;1046;Rueyres;5534;VD;01.01.2025
St-Barthélemy VD;1040;Saint-Barthélemy (VD);5535;VD;01.01.2025
Villars-le-Terroir;1040;Villars-le-Terroir;5537;VD;01.01.2025
Vuarrens;1418;Vuarrens;5539;VD;01.01.2025
Dommartin;1041;Montilliez;5540;VD;01.01.2025
Naz;1041;Montilliez;5540;VD;01.01.2025
Poliez-le-Grand;1041;Montilliez;5540;VD;01.01.2025
Sugnens;1043;Montilliez;5540;VD;01.01.2025
Goumoens-la-Ville;1376;Goumoëns;5541;VD;01.01.2025
Eclagnens;1376;Goumoëns;5541;VD;01.01.2025
Goumoens-le-Jux;1376;Goumoëns;5541;VD;01.01.2025
Fontanezier;1423;Bonvillars;5551;VD;01.01.2025
Bonvillars;1427;Bonvillars;5551;VD;01.01.2025
Les Rasses;1452;Bullet;5552;VD;01.01.2025
Bullet;1453;Bullet;5552;VD;01.01.2025
Champagne;1424;Champagne;5553;VD;01.01.2025
Concise;1426;Concise;5554;VD;01.01.2025
Vaumarcus;2028;Concise;5554;VD;01.01.2025
Corcelles-près-Concise;1426;Corcelles-près-Concise;5555;VD;01.01.2025
Fiez;1420;Fiez;5556;VD;01.01.2025
Bullet;1453;Fiez;5556;VD;01.01.2025
Fontaines-sur-Grandson;1421;Fontaines-sur-Grandson;5557;VD;01.01.2025
Mauborget;1453;Fontaines-sur-Grandson;5557;VD;01.01.2025
Giez;1429;Giez;5559;VD;01.01.2025
Grandevent;1421;Grandevent;5560;VD;01.01.2025
Bullet;1453;Grandevent;5560;VD;01.01.2025
Mauborget;1453;Grandevent;5560;VD;01.01.2025
Grandson;1422;Grandson;5561;VD;01.01.2025
Mauborget;1453;Mauborget;5562;VD;01.01.2025
Mutrux;1428;Mutrux;5563;VD;01.01.2025
Novalles;1431;Novalles;5564;VD;01.01.2025
Onnens VD;1425;Onnens (VD);5565;VD;01.01.2025
Provence;1428;Provence;5566;VD;01.01.2025
Couvet;2108;Provence;5566;VD;01.01.2025
Vuiteboeuf;1445;Sainte-Croix;5568;VD;01.01.2025
Ste-Croix;1450;Sainte-Croix;5568;VD;01.01.2025
La Sagne (Ste-Croix);1450;Sainte-Croix;5568;VD;01.01.2025
Le Château-de-Ste-Croix;1450;Sainte-Croix;5568;VD;01.01.2025
Les Rasses;1452;Sainte-Croix;5568;VD;01.01.2025
L'Auberson;1454;Sainte-Croix;5568;VD;01.01.2025
La Vraconnaz;1454;Sainte-Croix;5568;VD;01.01.2025
Villars-Burquin;1423;Tévenon;5571;VD;01.01.2025
Fontanezier;1423;Tévenon;5571;VD;01.01.2025
Romairon;1423;Tévenon;5571;VD;01.01.2025
Vaugondry;1423;Tévenon;5571;VD;01.01.2025
Mauborget;1453;Tévenon;5571;VD;01.01.2025
Belmont-sur-Lausanne;1092;Belmont-sur-Lausanne;5581;VD;01.01.2025
Cheseaux-sur-Lausanne;1033;Cheseaux-sur-Lausanne;5582;VD;01.01.2025
Crissier;1023;Crissier;5583;VD;01.01.2025
Cheseaux-sur-Lausanne;1033;Crissier;5583;VD;01.01.2025
Epalinges;1066;Epalinges;5584;VD;01.01.2025
Jouxtens-Mézery;1008;Jouxtens-Mézery;5585;VD;01.01.2025
Lausanne 25;1000;Lausanne;5586;VD;01.01.2025
Lausanne 26;1000;Lausanne;5586;VD;01.01.2025
Lausanne 27;1000;Lausanne;5586;VD;01.01.2025
Lausanne;1003;Lausanne;5586;VD;01.01.2025
Lausanne;1004;Lausanne;5586;VD;01.01.2025
Lausanne;1005;Lausanne;5586;VD;01.01.2025
Lausanne;1006;Lausanne;5586;VD;01.01.2025
Lausanne;1007;Lausanne;5586;VD;01.01.2025
Lausanne;1010;Lausanne;5586;VD;01.01.2025
Lausanne;1011;Lausanne;5586;VD;01.01.2025
Lausanne;1012;Lausanne;5586;VD;01.01.2025
Lausanne;1018;Lausanne;5586;VD;01.01.2025
Crissier;1023;Lausanne;5586;VD;01.01.2025
Romanel-sur-Lausanne;1032;Lausanne;5586;VD;01.01.2025
Cheseaux-sur-Lausanne;1033;Lausanne;5586;VD;01.01.2025
Cugy VD;1053;Lausanne;5586;VD;01.01.2025
Le Mont-sur-Lausanne;1052;Le Mont-sur-Lausanne;5587;VD;01.01.2025
Paudex;1094;Paudex;5588;VD;01.01.2025
Lutry;1095;Paudex;5588;VD;01.01.2025
Prilly;1008;Prilly;5589;VD;01.01.2025
Pully;1009;Pully;5590;VD;01.01.2025
Les Monts-de-Pully;1068;Pully;5590;VD;01.01.2025
Prilly;1008;Renens (VD);5591;VD;01.01.2025
Renens VD;1020;Renens (VD);5591;VD;01.01.2025
Romanel-sur-Lausanne;1032;Romanel-sur-Lausanne;5592;VD;01.01.2025
Chexbres;1071;Chexbres;5601;VD;01.01.2025
Forel (Lavaux);1072;Forel (Lavaux);5604;VD;01.01.2025
Les Cullayes;1080;Forel (Lavaux);5604;VD;01.01.2025
Grandvaux;1091;Forel (Lavaux);5604;VD;01.01.2025
La Croix (Lutry);1090;Lutry;5606;VD;01.01.2025
Belmont-sur-Lausanne;1092;Lutry;5606;VD;01.01.2025
La Conversion;1093;Lutry;5606;VD;01.01.2025
Lutry;1095;Lutry;5606;VD;01.01.2025
Puidoux;1070;Puidoux;5607;VD;01.01.2025
Rivaz;1071;Puidoux;5607;VD;01.01.2025
Cully;1096;Puidoux;5607;VD;01.01.2025
Epesses;1098;Puidoux;5607;VD;01.01.2025
Les Thioleyres;1607;Puidoux;5607;VD;01.01.2025
Chexbres;1071;Rivaz;5609;VD;01.01.2025
Rivaz;1071;Rivaz;5609;VD;01.01.2025
St-Saphorin (Lavaux);1071;Saint-Saphorin (Lavaux);5610;VD;01.01.2025
Savigny;1073;Savigny;5611;VD;01.01.2025
Mollie-Margot;1073;Savigny;5611;VD;01.01.2025
La Croix (Lutry);1090;Savigny;5611;VD;01.01.2025
Aran;1091;Savigny;5611;VD;01.01.2025
Puidoux;1070;Bourg-en-Lavaux;5613;VD;01.01.2025
Grandvaux;1091;Bourg-en-Lavaux;5613;VD;01.01.2025
Aran;1091;Bourg-en-Lavaux;5613;VD;01.01.2025
Chenaux;1091;Bourg-en-Lavaux;5613;VD;01.01.2025
Lutry;1095;Bourg-en-Lavaux;5613;VD;01.01.2025
Cully;1096;Bourg-en-Lavaux;5613;VD;01.01.2025
Villette (Lavaux);1096;Bourg-en-Lavaux;5613;VD;01.01.2025
Riex;1097;Bourg-en-Lavaux;5613;VD;01.01.2025
Epesses;1098;Bourg-en-Lavaux;5613;VD;01.01.2025
Aclens;1123;Aclens;5621;VD;01.01.2025
Bremblens;1121;Bremblens;5622;VD;01.01.2025
Buchillon;1164;Buchillon;5623;VD;01.01.2025
Bussigny;1030;Bussigny;5624;VD;01.01.2025
Lausanne;1015;Chavannes-près-Renens;5627;VD;01.01.2025
Chavannes-près-Renens;1022;Chavannes-près-Renens;5627;VD;01.01.2025
Chigny;1134;Chigny;5628;VD;01.01.2025
Clarmont;1127;Clarmont;5629;VD;01.01.2025
Denens;1135;Denens;5631;VD;01.01.2025
Denges;1026;Denges;5632;VD;01.01.2025
Echandens;1026;Echandens;5633;VD;01.01.2025
Echichens;1112;Echichens;5634;VD;01.01.2025
St-Saphorin-sur-Morges;1113;Echichens;5634;VD;01.01.2025
Colombier VD;1114;Echichens;5634;VD;01.01.2025
Monnaz;1125;Echichens;5634;VD;01.01.2025
Lausanne;1015;Ecublens (VD);5635;VD;01.01.2025
Ecublens VD;1024;Ecublens (VD);5635;VD;01.01.2025
Etoy;1163;Etoy;5636;VD;01.01.2025
Aubonne;1170;Lavigny;5637;VD;01.01.2025
Lavigny;1175;Lavigny;5637;VD;01.01.2025
Lonay;1027;Lonay;5638;VD;01.01.2025
Lully VD;1132;Lully (VD);5639;VD;01.01.2025
St-Prex;1162;Lully (VD);5639;VD;01.01.2025
Lussy-sur-Morges;1167;Lussy-sur-Morges;5640;VD;01.01.2025
Morges;1110;Morges;5642;VD;01.01.2025
Préverenges;1028;Préverenges;5643;VD;01.01.2025
